Date,Close,High,Low,Open,Volume,SMA_10,SMA_50,Volume_change,RSI_14
2010-03-16,1159.4599609375,1160.280029296875,1150.3499755859375,1150.8299560546875,4369770000,1141.5219848632812,1113.8265942382814,0.04938870490933245,95.39517523374867
2010-03-17,1166.2099609375,1169.8399658203125,1159.93994140625,1159.93994140625,4963200000,1146.2639770507812,1114.4909936523438,0.13580348622467553,99.2988129638966
2010-03-18,1165.8299560546875,1167.77001953125,1161.1600341796875,1166.1300048828125,4234510000,1150.5499755859375,1115.0771923828124,-0.14681858478401033,98.68260688219848
2010-03-19,1159.9000244140625,1169.199951171875,1155.3299560546875,1166.6800537109375,5212410000,1152.6699829101562,1115.532392578125,0.23093581075496328,88.28642077461764
2010-03-22,1165.81005859375,1167.8199462890625,1152.8800048828125,1157.25,4261680000,1155.4009887695313,1116.014794921875,-0.1823973939118373,88.92180829365034
2010-03-23,1174.1700439453125,1174.719970703125,1163.8299560546875,1166.469970703125,4411640000,1158.772998046875,1116.5985961914062,0.03518800097614094,90.18881095157681
2010-03-24,1167.719970703125,1173.0400390625,1166.010009765625,1172.699951171875,4705750000,1160.9839965820313,1117.0133959960938,0.0666668177820493,81.43884299628488
2010-03-25,1165.72998046875,1180.68994140625,1165.0899658203125,1170.030029296875,5668900000,1162.5329956054688,1117.6035961914063,0.20467513148807304,73.53305020799944
2010-03-26,1166.5899658203125,1173.9300537109375,1161.47998046875,1167.5799560546875,4708420000,1164.1929931640625,1118.0217944335936,-0.1694296953553599,74.17798446045325
2010-03-29,1173.219970703125,1174.8499755859375,1167.7099609375,1167.7099609375,4375580000,1166.4639892578125,1118.5169946289063,-0.07069038021247043,76.10324146291255
2010-03-30,1173.27001953125,1177.8299560546875,1168.9200439453125,1173.75,4085000000,1167.8449951171874,1119.2617944335936,-0.06640948171442418,73.98544726093832
2010-03-31,1169.4300537109375,1174.56005859375,1165.77001953125,1171.75,4484340000,1168.1670043945312,1119.6457958984374,0.09775764993880043,66.87187016206582
2010-04-01,1178.0999755859375,1181.4300537109375,1170.68994140625,1171.22998046875,4006870000,1169.3940063476562,1120.4469946289062,-0.10647497736567701,71.52704938568336
2010-04-05,1187.43994140625,1187.72998046875,1178.7099609375,1178.7099609375,3881620000,1172.147998046875,1121.8661938476562,-0.03125881298869193,74.91566574504175
2010-04-06,1189.43994140625,1191.800048828125,1182.77001953125,1186.010009765625,4086180000,1174.510986328125,1123.8197924804688,0.052699646024082725,72.31984790115595
2010-04-07,1182.449951171875,1189.5999755859375,1177.25,1188.22998046875,5101430000,1175.3389770507813,1125.5331909179688,0.24845944133640718,62.047487954664376
2010-04-08,1186.43994140625,1188.550048828125,1175.1199951171875,1181.75,4726970000,1177.2109741210938,1127.4185888671875,-0.07340294780091072,64.5120531933447
2010-04-09,1194.3699951171875,1194.6600341796875,1187.1500244140625,1187.469970703125,4511570000,1180.0749755859374,1129.3559887695312,-0.045568302739386946,73.60633207125893
2010-04-12,1196.47998046875,1199.199951171875,1194.7099609375,1194.93994140625,4607090000,1183.0639770507812,1131.5949877929688,0.021172230509556522,72.15715877998836
2010-04-13,1197.300048828125,1199.0400390625,1188.8199462890625,1195.93994140625,5403580000,1185.4719848632812,1134.0635888671875,0.1728835338575978,68.75303097027022
2010-04-14,1210.6500244140625,1210.6500244140625,1198.68994140625,1198.68994140625,5760040000,1189.2099853515624,1136.4927905273437,0.06596737718327472,81.30384084572975
2010-04-15,1211.6700439453125,1213.9200439453125,1208.5,1210.77001953125,5995330000,1193.433984375,1138.6597924804687,0.04084867466198161,83.97934916101343
2010-04-16,1192.1300048828125,1210.1700439453125,1186.77001953125,1210.1700439453125,8108470000,1194.8369873046875,1140.5567919921875,0.3524643347405396,64.80066665995594
2010-04-19,1197.52001953125,1197.8699951171875,1183.6800537109375,1192.06005859375,6597740000,1195.8449951171874,1143.2449926757813,-0.18631505080489907,64.2874163124888
2010-04-20,1207.1700439453125,1208.5799560546875,1199.0400390625,1199.0400390625,5316590000,1197.6180053710937,1146.0645947265625,-0.1941801283469794,67.90998476600548
2010-04-21,1205.93994140625,1210.989990234375,1198.8499755859375,1207.1600341796875,5724310000,1199.9670043945312,1149.04859375,0.07668825318484207,69.83582942707967
2010-04-22,1208.6700439453125,1210.27001953125,1190.18994140625,1202.52001953125,6035780000,1202.1900146484375,1151.8115942382813,0.05441179810317753,67.75464656494833
2010-04-23,1217.280029296875,1217.280029296875,1205.0999755859375,1207.8699951171875,5326060000,1204.4810180664062,1154.7945947265625,-0.11758546534167913,67.47889233263466
2010-04-26,1212.050048828125,1219.800048828125,1211.0699462890625,1217.0699462890625,5647760000,1206.0380249023438,1157.4661962890625,0.060401122030168564,62.76104677660653
2010-04-27,1183.7099609375,1211.3800048828125,1181.6199951171875,1209.9200439453125,7454540000,1204.6790161132812,1159.6301953125,0.3199109027295777,50.573042040944564
2010-04-28,1191.3599853515625,1195.050048828125,1181.81005859375,1184.5899658203125,6342310000,1202.7500122070312,1161.5599951171876,-0.14920169453782528,52.1655034567482
2010-04-29,1206.780029296875,1209.3599853515625,1193.300048828125,1193.300048828125,6059410000,1202.2610107421874,1163.7053955078125,-0.04460519905208038,55.12428261592583
2010-04-30,1186.68994140625,1207.989990234375,1186.3199462890625,1206.77001953125,6048260000,1201.7170043945312,1165.3041943359376,-0.0018401131463294806,46.48018987617196
2010-05-03,1202.260009765625,1205.1300048828125,1188.5799560546875,1188.5799560546875,4938050000,1202.1910034179687,1167.1659936523438,-0.1835585771775684,51.61225555425695
2010-05-04,1173.5999755859375,1197.5,1168.1199951171875,1197.5,6594720000,1198.8339965820312,1168.47779296875,0.3354907301465153,39.04691241799254
2010-05-05,1165.8699951171875,1175.949951171875,1158.1500244140625,1169.239990234375,6795940000,1194.827001953125,1169.903193359375,0.030512288618773864,36.97682587652773
2010-05-06,1128.1500244140625,1167.5799560546875,1065.7900390625,1164.3800048828125,10617810000,1186.775,1170.3613940429686,0.5623754771231058,33.51205725852493
2010-05-07,1110.8800048828125,1135.1300048828125,1094.1500244140625,1127.0400390625,9472910000,1176.1349975585938,1170.5201953125,-0.10782826213691898,28.960709345717717
2010-05-10,1159.72998046875,1163.8499755859375,1122.27001953125,1122.27001953125,6893700000,1170.9029907226563,1171.6249951171876,-0.27227219513328005,40.322322787728815
2010-05-11,1155.7900390625,1170.47998046875,1147.7099609375,1156.3900146484375,5842550000,1168.1109985351563,1172.4265966796875,-0.15247980039746434,39.88139278482264
2010-05-12,1171.6700439453125,1172.8699951171875,1155.4300537109375,1155.4300537109375,5225460000,1166.1420043945313,1173.4937963867187,-0.10561997757828345,42.91079649670635
2010-05-13,1157.43994140625,1173.5699462890625,1156.1400146484375,1170.0400390625,4870640000,1161.2079956054688,1174.2667944335938,-0.06790215598243987,38.77634939759638
2010-05-14,1135.6800537109375,1157.18994140625,1126.1400146484375,1157.18994140625,6126400000,1156.1070068359375,1174.52099609375,0.2578223806317035,36.51232149837997
2010-05-17,1136.93994140625,1141.8800048828125,1114.9599609375,1136.52001953125,5922920000,1149.575,1174.4857958984376,-0.033213632802298276,40.86630196058702
2010-05-18,1120.800048828125,1148.6600341796875,1117.199951171875,1138.780029296875,6170840000,1144.2950073242187,1174.131796875,0.041857732334726894,36.66264103348144
2010-05-19,1115.050048828125,1124.27001953125,1100.6600341796875,1119.5699462890625,6765800000,1139.2130126953125,1173.623798828125,0.09641475066603578,32.0031325888084
2010-05-20,1071.5899658203125,1107.3399658203125,1071.5799560546875,1107.3399658203125,8328570000,1133.5570068359375,1172.1433984375,0.23098081527683356,29.31492376400068
2010-05-21,1087.68994140625,1090.1600341796875,1055.9000244140625,1067.260009765625,5452130000,1131.2380004882812,1170.8923974609374,-0.3453702136141018,29.449297093196662
2010-05-24,1073.6500244140625,1089.949951171875,1072.699951171875,1084.780029296875,5224040000,1122.6300048828125,1169.3655981445313,-0.04183502594398891,31.079376083024172
2010-05-25,1074.030029296875,1074.75,1040.780029296875,1067.4200439453125,7329580000,1114.45400390625,1167.8359985351562,0.4030482155573081,32.11697049573678
2010-05-26,1067.949951171875,1090.75,1065.5899658203125,1075.510009765625,4521050000,1104.0819946289062,1166.0057983398438,-0.3831774808379198,36.63051110262987
2010-05-27,1103.06005859375,1103.52001953125,1074.27001953125,1074.27001953125,5698460000,1098.6440063476562,1164.7428002929687,0.2604284402959489,48.390824173254245
2010-05-28,1089.4100341796875,1102.5899658203125,1084.780029296875,1102.5899658203125,4871210000,1094.0170043945313,1163.2144018554689,-0.14517080053207354,33.07826121673254
